Id,X,Y
498,650016.0,1698300.0
499,681318.0,1698300.0
500,717282.0,1699965.0
501,552447.0,1663668.0
502,584415.0,1664334.0
503,616050.0,1651347.0
504,640026.0,1668996.0
505,681984.0,1666665.0
506,717948.0,1668330.0
507,549783.0,1624707.0
508,584082.0,1626705.0
509,641025.0,1645686.0
510,664002.0,1637694.0
511,625707.0,1620045.0
512,683649.0,1621377.0
513,718614.0,1629702.0
514,748251.0,1831500.0
515,781218.0,1824174.0
516,808191.0,1810521.0
517,751914.0,1782882.0
518,794205.0,1782549.0
519,749583.0,1751913.0
520,780219.0,1752912.0
521,811854.0,1752912.0
522,751248.0,1703295.0
523,776889.0,1704294.0
524,805527.0,1717281.0
525,413586.0,1936728.0
526,386946.0,2094570.0
527,405594.0,2176488.0
528,437562.0,2176488.0
529,469197.0,2176488.0
530,502497.0,2176155.0
531,535131.0,2176155.0
532,566433.0,2176155.0
533,599067.0,2176488.0
534,634365.0,2176488.0
535,615051.0,2229768.0
536,522810.0,2221110.0
537,356976.0,2064600.0
538,387612.0,1936395.0
539,409590.0,1736928.0
540,393606.0,1645686.0
541,454545.0,1623708.0
542,625041.0,1589409.0
543,804861.0,1659339.0
544,842823.0,1783548.0
545,826173.0,1823508.0
